Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description,Original Concept URI
e10000014,Hampshire,E10000014,,55,,http://statistics.data.gov.uk/id/statistical-geography/E10000014
e09000014,Haringey,E09000014,,56,,http://statistics.data.gov.uk/id/statistical-geography/E09000014
e09000015,Harrow,E09000015,,57,,http://statistics.data.gov.uk/id/statistical-geography/E09000015
e06000001,Hartlepool,E06000001,,58,,http://statistics.data.gov.uk/id/statistical-geography/E06000001
e09000016,Havering,E09000016,,59,,http://statistics.data.gov.uk/id/statistical-geography/E09000016
e06000019,"Herefordshire, County of",E06000019,,60,,http://statistics.data.gov.uk/id/statistical-geography/E06000019
e10000015,Hertfordshire,E10000015,,61,,http://statistics.data.gov.uk/id/statistical-geography/E10000015
e09000017,Hillingdon,E09000017,,62,,http://statistics.data.gov.uk/id/statistical-geography/E09000017
e09000018,Hounslow,E09000018,,63,,http://statistics.data.gov.uk/id/statistical-geography/E09000018
e13000001,Inner London,E13000001,,64,,http://statistics.data.gov.uk/id/statistical-geography/E13000001
e06000046,Isle of Wight,E06000046,,65,,http://statistics.data.gov.uk/id/statistical-geography/E06000046
e06000053,Isles of Scilly,E06000053,,66,,http://statistics.data.gov.uk/id/statistical-geography/E06000053
e09000019,Islington,E09000019,,67,,http://statistics.data.gov.uk/id/statistical-geography/E09000019
e09000020,Kensington and Chelsea,E09000020,,68,,http://statistics.data.gov.uk/id/statistical-geography/E09000020
e10000016,Kent,E10000016,,69,,http://statistics.data.gov.uk/id/statistical-geography/E10000016
e06000010,"Kingston upon Hull, City of",E06000010,,70,,http://statistics.data.gov.uk/id/statistical-geography/E06000010
e09000021,Kingston upon Thames,E09000021,,71,,http://statistics.data.gov.uk/id/statistical-geography/E09000021
e08000034,Kirklees,E08000034,,72,,http://statistics.data.gov.uk/id/statistical-geography/E08000034
e08000011,Knowsley,E08000011,,73,,http://statistics.data.gov.uk/id/statistical-geography/E08000011
e09000022,Lambeth,E09000022,,74,,http://statistics.data.gov.uk/id/statistical-geography/E09000022
e10000017,Lancashire,E10000017,,75,,http://statistics.data.gov.uk/id/statistical-geography/E10000017
e08000035,Leeds,E08000035,,76,,http://statistics.data.gov.uk/id/statistical-geography/E08000035
e06000016,Leicester,E06000016,,77,,http://statistics.data.gov.uk/id/statistical-geography/E06000016
e10000018,Leicestershire,E10000018,,78,,http://statistics.data.gov.uk/id/statistical-geography/E10000018
e09000023,Lewisham,E09000023,,79,,http://statistics.data.gov.uk/id/statistical-geography/E09000023
e10000019,Lincolnshire,E10000019,,80,,http://statistics.data.gov.uk/id/statistical-geography/E10000019
e08000012,Liverpool,E08000012,,81,,http://statistics.data.gov.uk/id/statistical-geography/E08000012
e12000007,London,E12000007,,82,,http://statistics.data.gov.uk/id/statistical-geography/E12000007
e06000032,Luton,E06000032,,83,,http://statistics.data.gov.uk/id/statistical-geography/E06000032
e08000003,Manchester,E08000003,,84,,http://statistics.data.gov.uk/id/statistical-geography/E08000003
e06000035,Medway,E06000035,,85,,http://statistics.data.gov.uk/id/statistical-geography/E06000035
e09000024,Merton,E09000024,,86,,http://statistics.data.gov.uk/id/statistical-geography/E09000024
e06000002,Middlesbrough,E06000002,,87,,http://statistics.data.gov.uk/id/statistical-geography/E06000002
e06000042,Milton Keynes,E06000042,,88,,http://statistics.data.gov.uk/id/statistical-geography/E06000042
e08000021,Newcastle upon Tyne,E08000021,,89,,http://statistics.data.gov.uk/id/statistical-geography/E08000021
e09000025,Newham,E09000025,,90,,http://statistics.data.gov.uk/id/statistical-geography/E09000025
e10000020,Norfolk,E10000020,,91,,http://statistics.data.gov.uk/id/statistical-geography/E10000020
e12000001,North East,E12000001,,92,,http://statistics.data.gov.uk/id/statistical-geography/E12000001
e06000012,North East Lincolnshire,E06000012,,93,,http://statistics.data.gov.uk/id/statistical-geography/E06000012
e06000013,North Lincolnshire,E06000013,,94,,http://statistics.data.gov.uk/id/statistical-geography/E06000013
e06000061,North Northamptonshire,E06000061,,95,,http://statistics.data.gov.uk/id/statistical-geography/E06000061
e06000024,North Somerset,E06000024,,96,,http://statistics.data.gov.uk/id/statistical-geography/E06000024
e08000022,North Tyneside,E08000022,,97,,http://statistics.data.gov.uk/id/statistical-geography/E08000022
e12000002,North West,E12000002,,98,,http://statistics.data.gov.uk/id/statistical-geography/E12000002
e10000023,North Yorkshire,E10000023,,99,,http://statistics.data.gov.uk/id/statistical-geography/E10000023
e10000021,Northamptonshire,E10000021,,100,,http://statistics.data.gov.uk/id/statistical-geography/E10000021
e06000057,Northumberland,E06000057,,101,,http://statistics.data.gov.uk/id/statistical-geography/E06000057
e06000018,Nottingham,E06000018,,102,,http://statistics.data.gov.uk/id/statistical-geography/E06000018
e10000024,Nottinghamshire,E10000024,,103,,http://statistics.data.gov.uk/id/statistical-geography/E10000024
e08000004,Oldham,E08000004,,104,,http://statistics.data.gov.uk/id/statistical-geography/E08000004
e13000002,Outer London,E13000002,,105,,http://statistics.data.gov.uk/id/statistical-geography/E13000002
e10000025,Oxfordshire,E10000025,,106,,http://statistics.data.gov.uk/id/statistical-geography/E10000025
e06000031,Peterborough,E06000031,,107,,http://statistics.data.gov.uk/id/statistical-geography/E06000031
e06000026,Plymouth,E06000026,,108,,http://statistics.data.gov.uk/id/statistical-geography/E06000026
e06000029,Poole,E06000029,,109,,http://statistics.data.gov.uk/id/statistical-geography/E06000029
e06000044,Portsmouth,E06000044,,110,,http://statistics.data.gov.uk/id/statistical-geography/E06000044
e06000038,Reading,E06000038,,111,,http://statistics.data.gov.uk/id/statistical-geography/E06000038
e09000026,Redbridge,E09000026,,112,,http://statistics.data.gov.uk/id/statistical-geography/E09000026
e06000003,Redcar and Cleveland,E06000003,,113,,http://statistics.data.gov.uk/id/statistical-geography/E06000003
e09000027,Richmond upon Thames,E09000027,,114,,http://statistics.data.gov.uk/id/statistical-geography/E09000027
e08000005,Rochdale,E08000005,,115,,http://statistics.data.gov.uk/id/statistical-geography/E08000005
e08000018,Rotherham,E08000018,,116,,http://statistics.data.gov.uk/id/statistical-geography/E08000018
e06000017,Rutland,E06000017,,117,,http://statistics.data.gov.uk/id/statistical-geography/E06000017
e08000006,Salford,E08000006,,118,,http://statistics.data.gov.uk/id/statistical-geography/E08000006
e08000028,Sandwell,E08000028,,119,,http://statistics.data.gov.uk/id/statistical-geography/E08000028
e08000014,Sefton,E08000014,,120,,http://statistics.data.gov.uk/id/statistical-geography/E08000014
e08000019,Sheffield,E08000019,,121,,http://statistics.data.gov.uk/id/statistical-geography/E08000019
e06000051,Shropshire,E06000051,,122,,http://statistics.data.gov.uk/id/statistical-geography/E06000051
e06000039,Slough,E06000039,,123,,http://statistics.data.gov.uk/id/statistical-geography/E06000039
e08000029,Solihull,E08000029,,124,,http://statistics.data.gov.uk/id/statistical-geography/E08000029
e10000027,Somerset,E10000027,,125,,http://statistics.data.gov.uk/id/statistical-geography/E10000027
e12000008,South East,E12000008,,126,,http://statistics.data.gov.uk/id/statistical-geography/E12000008
e06000025,South Gloucestershire,E06000025,,127,,http://statistics.data.gov.uk/id/statistical-geography/E06000025
e08000023,South Tyneside,E08000023,,128,,http://statistics.data.gov.uk/id/statistical-geography/E08000023
e12000009,South West,E12000009,,129,,http://statistics.data.gov.uk/id/statistical-geography/E12000009
e06000045,Southampton,E06000045,,130,,http://statistics.data.gov.uk/id/statistical-geography/E06000045
e06000033,Southend-on-Sea,E06000033,,131,,http://statistics.data.gov.uk/id/statistical-geography/E06000033
e09000028,Southwark,E09000028,,132,,http://statistics.data.gov.uk/id/statistical-geography/E09000028
e08000013,St. Helens,E08000013,,133,,http://statistics.data.gov.uk/id/statistical-geography/E08000013
e10000028,Staffordshire,E10000028,,134,,http://statistics.data.gov.uk/id/statistical-geography/E10000028
e08000007,Stockport,E08000007,,135,,http://statistics.data.gov.uk/id/statistical-geography/E08000007
e06000004,Stockton-on-Tees,E06000004,,136,,http://statistics.data.gov.uk/id/statistical-geography/E06000004
e06000021,Stoke-on-Trent,E06000021,,137,,http://statistics.data.gov.uk/id/statistical-geography/E06000021
e10000029,Suffolk,E10000029,,138,,http://statistics.data.gov.uk/id/statistical-geography/E10000029
e08000024,Sunderland,E08000024,,139,,http://statistics.data.gov.uk/id/statistical-geography/E08000024
e10000030,Surrey,E10000030,,140,,http://statistics.data.gov.uk/id/statistical-geography/E10000030
e09000029,Sutton,E09000029,,141,,http://statistics.data.gov.uk/id/statistical-geography/E09000029
e06000030,Swindon,E06000030,,142,,http://statistics.data.gov.uk/id/statistical-geography/E06000030
e08000008,Tameside,E08000008,,143,,http://statistics.data.gov.uk/id/statistical-geography/E08000008
e06000020,Telford and Wrekin,E06000020,,144,,http://statistics.data.gov.uk/id/statistical-geography/E06000020
e06000034,Thurrock,E06000034,,145,,http://statistics.data.gov.uk/id/statistical-geography/E06000034
e06000027,Torbay,E06000027,,146,,http://statistics.data.gov.uk/id/statistical-geography/E06000027
e09000030,Tower Hamlets,E09000030,,147,,http://statistics.data.gov.uk/id/statistical-geography/E09000030
e08000009,Trafford,E08000009,,148,,http://statistics.data.gov.uk/id/statistical-geography/E08000009
e08000036,Wakefield,E08000036,,149,,http://statistics.data.gov.uk/id/statistical-geography/E08000036
e08000030,Walsall,E08000030,,150,,http://statistics.data.gov.uk/id/statistical-geography/E08000030
e09000031,Waltham Forest,E09000031,,151,,http://statistics.data.gov.uk/id/statistical-geography/E09000031
e09000032,Wandsworth,E09000032,,152,,http://statistics.data.gov.uk/id/statistical-geography/E09000032
e06000007,Warrington,E06000007,,153,,http://statistics.data.gov.uk/id/statistical-geography/E06000007
e10000031,Warwickshire,E10000031,,154,,http://statistics.data.gov.uk/id/statistical-geography/E10000031
e06000037,West Berkshire,E06000037,,155,,http://statistics.data.gov.uk/id/statistical-geography/E06000037
e12000005,West Midlands,E12000005,,156,,http://statistics.data.gov.uk/id/statistical-geography/E12000005
e06000062,West Northamptonshire,E06000062,,157,,http://statistics.data.gov.uk/id/statistical-geography/E06000062
e10000032,West Sussex,E10000032,,158,,http://statistics.data.gov.uk/id/statistical-geography/E10000032
e09000033,Westminster,E09000033,,159,,http://statistics.data.gov.uk/id/statistical-geography/E09000033
e08000010,Wigan,E08000010,,160,,http://statistics.data.gov.uk/id/statistical-geography/E08000010
e06000054,Wiltshire,E06000054,,161,,http://statistics.data.gov.uk/id/statistical-geography/E06000054
e06000040,Windsor and Maidenhead,E06000040,,162,,http://statistics.data.gov.uk/id/statistical-geography/E06000040
e08000015,Wirral,E08000015,,163,,http://statistics.data.gov.uk/id/statistical-geography/E08000015
e06000041,Wokingham,E06000041,,164,,http://statistics.data.gov.uk/id/statistical-geography/E06000041
e08000031,Wolverhampton,E08000031,,165,,http://statistics.data.gov.uk/id/statistical-geography/E08000031
e10000034,Worcestershire,E10000034,,166,,http://statistics.data.gov.uk/id/statistical-geography/E10000034
e06000014,York,E06000014,,167,,http://statistics.data.gov.uk/id/statistical-geography/E06000014
e12000003,Yorkshire and The Humber,E12000003,,168,,http://statistics.data.gov.uk/id/statistical-geography/E12000003
